train_loss,epoch,step,val_loss
3.520681858062744,0,49,
11.021291732788086,0,99,
4.034045219421387,0,149,
4.673459053039551,0,199,
2.22540283203125,0,249,
7.709995269775391,0,299,
4.12179708480835,0,349,
19.359033584594727,0,399,
3.5296971797943115,0,449,
35.31374740600586,0,499,
31.274282455444336,0,549,
4.993018627166748,0,599,
3.2036995887756348,0,649,
1.5964449644088745,0,699,
6.5835065841674805,0,749,
30.759567260742188,0,799,
5.346199989318848,0,849,
4.2384161949157715,0,899,
47.253475189208984,0,949,
4.843687057495117,0,999,
10.157707214355469,0,1049,
5.985551357269287,0,1099,
10.497859001159668,0,1149,
2.738609552383423,0,1199,
6.3372321128845215,0,1249,
5.819491386413574,0,1299,
9.051961898803711,0,1349,
2.529083013534546,0,1399,
9.471406936645508,0,1449,
17.847881317138672,0,1499,
6.572522163391113,0,1549,
1.692255973815918,0,1599,
5.036346912384033,0,1649,
4.214984893798828,0,1699,
3.967224359512329,0,1749,
12.466699600219727,0,1799,
10.045083999633789,0,1849,
2.654202938079834,0,1899,
7.814011096954346,0,1949,
4.2211432456970215,0,1999,
6.181927680969238,0,2049,
4.102377891540527,0,2099,
7.773714065551758,0,2149,
5.433630466461182,0,2199,
12.039463996887207,0,2249,
5.001172065734863,0,2299,
8.401045799255371,0,2349,
65.6736068725586,0,2399,
1.406226396560669,0,2449,
2.10599422454834,0,2499,
4.245057582855225,0,2549,
1.2791473865509033,0,2599,
2.635983467102051,0,2649,
4.757960796356201,0,2699,
4.7212605476379395,0,2749,
3.7428412437438965,0,2799,
6.879250526428223,0,2849,
5.866250514984131,0,2899,
4.368661403656006,0,2949,
4.596553325653076,0,2999,
3.0475451946258545,0,3049,
3.358358860015869,0,3099,
5.693345546722412,0,3149,
3.7419867515563965,0,3199,
6.467123031616211,0,3249,
0.9477148652076721,0,3299,
5.377934455871582,0,3349,
4.899348735809326,0,3399,
4.9670610427856445,0,3449,
5.2351298332214355,0,3499,
3.0064752101898193,0,3549,
4.027134418487549,0,3599,
3.418203830718994,0,3649,
3.291245937347412,0,3699,
2.463864326477051,0,3749,
4.249115467071533,0,3799,
6.570281982421875,0,3849,
11.657110214233398,0,3899,
3.3912084102630615,0,3949,
5.534772872924805,0,3999,
3.737353801727295,0,4049,
5.13046407699585,0,4099,
4.7064361572265625,0,4149,
1.5707335472106934,0,4199,
3.3913207054138184,0,4249,
75.15878295898438,0,4299,
0.8510651588439941,0,4349,
3.227803945541382,0,4399,
34.766605377197266,0,4449,
2.3445215225219727,0,4499,
2.7977135181427,0,4549,
2.9452102184295654,0,4599,
6.388707160949707,0,4649,
1.4799827337265015,0,4699,
2.7792086601257324,0,4749,
1.8057674169540405,0,4799,
4.08012056350708,0,4849,
4.239654541015625,0,4899,
2.2677440643310547,0,4949,
21.0305118560791,0,4999,
3.924468994140625,0,5049,
4.523468971252441,0,5099,
4.233535289764404,0,5149,
8.079787254333496,0,5199,
1.0251598358154297,0,5249,
1.8899321556091309,0,5299,
1.503261923789978,0,5349,
4.686295032501221,0,5399,
7.700615406036377,0,5449,
3.668139696121216,0,5499,
,0,5516,7.372894763946533
3.5771100521087646,1,5549,
23.068574905395508,1,5599,
4.793459415435791,1,5649,
5.199670791625977,1,5699,
3.610261917114258,1,5749,
7.128899097442627,1,5799,
1.9454846382141113,1,5849,
25.64883041381836,1,5899,
5.203011512756348,1,5949,
2.7944018840789795,1,5999,
2.5493886470794678,1,6049,
1.7605525255203247,1,6099,
4.487437725067139,1,6149,
2.2022452354431152,1,6199,
2.1813457012176514,1,6249,
8.308765411376953,1,6299,
8.805524826049805,1,6349,
3.347799062728882,1,6399,
8.275699615478516,1,6449,
35.21124267578125,1,6499,
2.905515432357788,1,6549,
3.247195243835449,1,6599,
8.352792739868164,1,6649,
3.4501960277557373,1,6699,
6.5861334800720215,1,6749,
3.5012519359588623,1,6799,
66.37843322753906,1,6849,
10.181653022766113,1,6899,
4.6795430183410645,1,6949,
3.054931879043579,1,6999,
1.2465234994888306,1,7049,
3.126560926437378,1,7099,
6.22161865234375,1,7149,
1.868930459022522,1,7199,
5.980502128601074,1,7249,
30.409767150878906,1,7299,
2.826767921447754,1,7349,
3.327402353286743,1,7399,
3.057149887084961,1,7449,
3.1155595779418945,1,7499,
2.595505714416504,1,7549,
2.5023882389068604,1,7599,
4.451759338378906,1,7649,
2.276611566543579,1,7699,
1.8984225988388062,1,7749,
1.961838960647583,1,7799,
8.807445526123047,1,7849,
2.727797746658325,1,7899,
2.6335442066192627,1,7949,
9.089151382446289,1,7999,
2.3492352962493896,1,8049,
5.402325630187988,1,8099,
3.782240390777588,1,8149,
14.004294395446777,1,8199,
3.103541612625122,1,8249,
8.270780563354492,1,8299,
2.5134854316711426,1,8349,
126.32139587402344,1,8399,
1.645479679107666,1,8449,
3.1163065433502197,1,8499,
1.2768000364303589,1,8549,
1.1037335395812988,1,8599,
4.338335990905762,1,8649,
2.2788286209106445,1,8699,
3.674410104751587,1,8749,
1.5848875045776367,1,8799,
4.176522731781006,1,8849,
2.8310303688049316,1,8899,
7.879846572875977,1,8949,
19.205440521240234,1,8999,
2.4476633071899414,1,9049,
4.4689178466796875,1,9099,
1.2908389568328857,1,9149,
3.259218692779541,1,9199,
4.701870918273926,1,9249,
1.4275895357131958,1,9299,
8.314824104309082,1,9349,
15.066468238830566,1,9399,
7.222220420837402,1,9449,
3.637585163116455,1,9499,
2.563823938369751,1,9549,
5.005612373352051,1,9599,
3.072554349899292,1,9649,
2.3708078861236572,1,9699,
6.949273109436035,1,9749,
5.521012783050537,1,9799,
4.816937446594238,1,9849,
8.06949234008789,1,9899,
1.4537060260772705,1,9949,
3.1679210662841797,1,9999,
3.0066888332366943,1,10049,
3.735062837600708,1,10099,
3.2504990100860596,1,10149,
13.538812637329102,1,10199,
3.1540215015411377,1,10249,
4.723870754241943,1,10299,
7.243068218231201,1,10349,
4.994976043701172,1,10399,
5.186406135559082,1,10449,
3.780912160873413,1,10499,
2.2791619300842285,1,10549,
1.104768991470337,1,10599,
8.636739730834961,1,10649,
14.749053001403809,1,10699,
2.9436471462249756,1,10749,
2.8434858322143555,1,10799,
14.7086181640625,1,10849,
5.700407028198242,1,10899,
6.338461399078369,1,10949,
6.6015753746032715,1,10999,
,1,11033,6.873480796813965
4.28958797454834,2,11049,
12.900235176086426,2,11099,
6.759414196014404,2,11149,
1.709754467010498,2,11199,
5.809724807739258,2,11249,
3.6573398113250732,2,11299,
2.0341482162475586,2,11349,
1.7204533815383911,2,11399,
33.678775787353516,2,11449,
3.4290103912353516,2,11499,
6.629660606384277,2,11549,
4.002420425415039,2,11599,
2.8003244400024414,2,11649,
17.43284797668457,2,11699,
7.421801567077637,2,11749,
3.5806097984313965,2,11799,
5.757213115692139,2,11849,
3.523776054382324,2,11899,
3.922253131866455,2,11949,
4.6103105545043945,2,11999,
6.601530075073242,2,12049,
1.345543622970581,2,12099,
3.792954683303833,2,12149,
3.070812940597534,2,12199,
2.114898443222046,2,12249,
3.2082839012145996,2,12299,
6.556956768035889,2,12349,
2.0172841548919678,2,12399,
3.765915632247925,2,12449,
3.6262032985687256,2,12499,
15.2755708694458,2,12549,
7.854194164276123,2,12599,
7.195079803466797,2,12649,
3.3073232173919678,2,12699,
3.210095167160034,2,12749,
3.6417641639709473,2,12799,
13.318120956420898,2,12849,
8.026636123657227,2,12899,
14.848193168640137,2,12949,
3.005237102508545,2,12999,
4.250225067138672,2,13049,
2.5930089950561523,2,13099,
3.5666961669921875,2,13149,
10.332439422607422,2,13199,
1.3799684047698975,2,13249,
1.934942364692688,2,13299,
3.581714153289795,2,13349,
5.53848123550415,2,13399,
5.932675838470459,2,13449,
3.577850580215454,2,13499,
3.7677059173583984,2,13549,
11.092881202697754,2,13599,
6.075678825378418,2,13649,
10.892237663269043,2,13699,
4.282955169677734,2,13749,
2.486628293991089,2,13799,
2.032186508178711,2,13849,
2.3077733516693115,2,13899,
21.326416015625,2,13949,
3.674557685852051,2,13999,
4.152071952819824,2,14049,
2.6304657459259033,2,14099,
3.478677988052368,2,14149,
5.870481491088867,2,14199,
3.0572333335876465,2,14249,
4.254148483276367,2,14299,
1.3783230781555176,2,14349,
2.7644171714782715,2,14399,
8.377313613891602,2,14449,
1.8407305479049683,2,14499,
16.408004760742188,2,14549,
3.125173568725586,2,14599,
6.1473069190979,2,14649,
6.358026027679443,2,14699,
9.73037052154541,2,14749,
3.218710422515869,2,14799,
2.5236196517944336,2,14849,
7.429257869720459,2,14899,
3.6117751598358154,2,14949,
5.2704176902771,2,14999,
1.7145024538040161,2,15049,
6.3456950187683105,2,15099,
4.763350009918213,2,15149,
11.695842742919922,2,15199,
4.2489495277404785,2,15249,
3.6074624061584473,2,15299,
2.763653039932251,2,15349,
13.669093132019043,2,15399,
5.08701229095459,2,15449,
2.714465856552124,2,15499,
6.825662612915039,2,15549,
28.582897186279297,2,15599,
1.3955134153366089,2,15649,
7.055912971496582,2,15699,
1.5192971229553223,2,15749,
9.316150665283203,2,15799,
3.481315851211548,2,15849,
8.287988662719727,2,15899,
18.192949295043945,2,15949,
6.80239200592041,2,15999,
6.642378330230713,2,16049,
2.03193998336792,2,16099,
3.7530176639556885,2,16149,
2.9176244735717773,2,16199,
3.596393346786499,2,16249,
4.235111236572266,2,16299,
2.5148730278015137,2,16349,
3.905313491821289,2,16399,
1.5720018148422241,2,16449,
9.3014554977417,2,16499,
2.4000093936920166,2,16549,
,2,16550,6.660346031188965
64.55298614501953,3,16599,
4.5806169509887695,3,16649,
3.0739288330078125,3,16699,
1.1053658723831177,3,16749,
6.043351650238037,3,16799,
1.6442543268203735,3,16849,
31.104896545410156,3,16899,
1.4942817687988281,3,16949,
0.9111480712890625,3,16999,
8.184123039245605,3,17049,
6.760908126831055,3,17099,
2.4195029735565186,3,17149,
6.553763389587402,3,17199,
3.815816640853882,3,17249,
6.960958480834961,3,17299,
9.685558319091797,3,17349,
3.3903205394744873,3,17399,
4.9197773933410645,3,17449,
33.748191833496094,3,17499,
10.559229850769043,3,17549,
9.928271293640137,3,17599,
15.027827262878418,3,17649,
5.656259059906006,3,17699,
3.207822799682617,3,17749,
4.877176761627197,3,17799,
28.014507293701172,3,17849,
3.609609365463257,3,17899,
3.0606677532196045,3,17949,
1.3378597497940063,3,17999,
0.9407694935798645,3,18049,
10.471924781799316,3,18099,
7.379062652587891,3,18149,
5.059698104858398,3,18199,
3.5759787559509277,3,18249,
32.89961242675781,3,18299,
1.543021559715271,3,18349,
3.050065040588379,3,18399,
4.183780670166016,3,18449,
25.41948699951172,3,18499,
3.310168504714966,3,18549,
3.292734146118164,3,18599,
21.599077224731445,3,18649,
3.110097646713257,3,18699,
3.7456979751586914,3,18749,
7.309567928314209,3,18799,
19.523502349853516,3,18849,
4.155513286590576,3,18899,
7.0353193283081055,3,18949,
7.99009895324707,3,18999,
2.2113523483276367,3,19049,
4.396788120269775,3,19099,
3.8803958892822266,3,19149,
1.628676414489746,3,19199,
3.9412014484405518,3,19249,
1.8422303199768066,3,19299,
5.516191005706787,3,19349,
5.287200927734375,3,19399,
2.1587398052215576,3,19449,
5.409492015838623,3,19499,
3.1727585792541504,3,19549,
4.611851692199707,3,19599,
17.649858474731445,3,19649,
4.708402633666992,3,19699,
1.1094666719436646,3,19749,
15.284141540527344,3,19799,
3.0500357151031494,3,19849,
8.07539176940918,3,19899,
5.569635391235352,3,19949,
7.733256816864014,3,19999,
1.6704890727996826,3,20049,
1.6287082433700562,3,20099,
3.6027495861053467,3,20149,
15.000741004943848,3,20199,
1.5586901903152466,3,20249,
42.89582824707031,3,20299,
1.8984572887420654,3,20349,
2.2716147899627686,3,20399,
21.349218368530273,3,20449,
6.5399675369262695,3,20499,
38.83167266845703,3,20549,
3.7914316654205322,3,20599,
4.028719902038574,3,20649,
4.471720218658447,3,20699,
3.590327501296997,3,20749,
0.8298320770263672,3,20799,
5.791815280914307,3,20849,
11.358251571655273,3,20899,
7.642465591430664,3,20949,
4.745173454284668,3,20999,
4.11152982711792,3,21049,
6.090209484100342,3,21099,
14.607935905456543,3,21149,
0.7255821228027344,3,21199,
0.9585521817207336,3,21249,
1.7476141452789307,3,21299,
5.600841045379639,3,21349,
12.33275032043457,3,21399,
4.429892063140869,3,21449,
3.866905450820923,3,21499,
0.796775221824646,3,21549,
4.306471824645996,3,21599,
4.473285675048828,3,21649,
20.138660430908203,3,21699,
1.8473381996154785,3,21749,
8.610766410827637,3,21799,
2.729929208755493,3,21849,
2.10475754737854,3,21899,
2.807133197784424,3,21949,
17.378053665161133,3,21999,
10.339280128479004,3,22049,
,3,22067,6.601046085357666
4.727111339569092,4,22099,
1.2328457832336426,4,22149,
6.339143753051758,4,22199,
5.977388858795166,4,22249,
3.050280809402466,4,22299,
4.930595874786377,4,22349,
2.567176103591919,4,22399,
2.820706844329834,4,22449,
3.046983242034912,4,22499,
0.6455770134925842,4,22549,
7.410313129425049,4,22599,
5.465628623962402,4,22649,
7.965277194976807,4,22699,
5.246276378631592,4,22749,
2.741645574569702,4,22799,
13.8798828125,4,22849,
6.3976850509643555,4,22899,
2.9038851261138916,4,22949,
2.9162607192993164,4,22999,
3.7597708702087402,4,23049,
5.959043025970459,4,23099,
5.896072864532471,4,23149,
4.762070178985596,4,23199,
2.8604013919830322,4,23249,
1.466054081916809,4,23299,
1.991288423538208,4,23349,
9.661039352416992,4,23399,
2.8847129344940186,4,23449,
0.9269660711288452,4,23499,
2.735557794570923,4,23549,
6.626990795135498,4,23599,
9.80661392211914,4,23649,
3.1478271484375,4,23699,
2.8729162216186523,4,23749,
4.661860466003418,4,23799,
7.609401226043701,4,23849,
58.34358215332031,4,23899,
4.61612606048584,4,23949,
6.580453872680664,4,23999,
4.840156078338623,4,24049,
6.546442985534668,4,24099,
10.772835731506348,4,24149,
4.696704864501953,4,24199,
5.606689453125,4,24249,
8.813724517822266,4,24299,
3.244372844696045,4,24349,
28.064847946166992,4,24399,
